Source identifier ,Plume latitude (deg),Plume longitude (deg),Candidate identifier,Date of detection,Time of detection (UTC),Source type (best estimate),Sectors (IPCC),Qplume (kg/hr): Plume emissions,Sigma Qplume (kg/hr): Uncertainty for plume emissions
S00360,35.28157118,-119.4808156,ang20170620t165600-H,6/20/17,16:56,oil/gas compressor,1B2 Oil & Natural Gas,47,38
S00363,34.45079973,-118.599171,ang20161102t201413-A,11/2/16,20:14,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,240,68
S00363,34.45079973,-118.599171,ang20170619t003457-A,6/19/17,0:34,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,512,177
S00364,35.497393,-119.070315,ang20161008t202359-A,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,148,31
S00364,35.497393,-119.070315,ang20161008t204039-A,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,181,37
S00365,35.500646,-119.071183,ang20161008t202359-B,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,142,30
S00366,35.502244,-119.071433,ang20161008t204039-D,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,255,56
S00366,35.502244,-119.071433,ang20161008t213955-C,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,217,39
S00367,35.501939,-119.078414,ang20161008t202359-D,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,141,32
S00367,35.501939,-119.078414,ang20161008t204039-C,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,219,64
S00367,35.501939,-119.078414,ang20161008t211637-A,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,125,23
S00367,35.501939,-119.078414,ang20170926t210253-H,9/26/17,21:02,oil/gas pumpjack,1B2 Oil & Natural Gas,178,29
S00368,35.503686,-119.082367,ang20161008t202359-E,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,99,27
S00368,35.503686,-119.082367,ang20161008t211637-B,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,76,19
S00369,35.518128,-119.075155,ang20161008t202359-F,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,187,49
S00369,35.518128,-119.075155,ang20161008t211637-K,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,95,29
S00370,35.522444,-119.073653,ang20161008t213955-J,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,156,31
S00371,35.525324,-119.075145,ang20161008t202359-H,10/8/16,20:23,oil/gas pumpjack,1B2 Oil & Natural Gas,183,39
S00371,35.525324,-119.075145,ang20161008t211637-E,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,80,29
S00371,35.525324,-119.075145,ang20161008t213309-D,10/8/16,21:33,oil/gas pumpjack,1B2 Oil & Natural Gas,154,25
S00371,35.525324,-119.075145,ang20161008t213955-K,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,240,88
S00371,35.525324,-119.075145,ang20161025t191331-B,10/25/16,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,88,13
S00371,35.525324,-119.075145,ang20170615t223601-C,6/15/17,22:36,oil/gas pumpjack,1B2 Oil & Natural Gas,101,16
S00372,35.497092,-118.897917,ang20161025t184653-A,10/25/16,18:46,oil/gas pumpjack,1B2 Oil & Natural Gas,198,35
S00373,35.515485,-119.034112,ang20161025t190448-A,10/25/16,19:04,oil/gas pumpjack,1B2 Oil & Natural Gas,76,11
S00374,35.466085,-118.974716,ang20161025t191331-A,10/25/16,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,144,10
S00375,35.439367,-118.978181,ang20161025t192103-A,10/25/16,19:21,oil/gas gathering line,1B2 Oil & Natural Gas,149,25
S00378,35.540219,-119.092173,ang20161025t192103-F,10/25/16,19:21,oil/gas pumpjack,1B2 Oil & Natural Gas,202,67
S00379,35.542598,-119.09252,ang20161025t192103-G,10/25/16,19:21,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,161,29
S00380,35.544887,-119.091655,ang20161025t192103-H,10/25/16,19:21,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,98,25
S00382,35.529299,-119.081051,ang20161008t211637-F,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,119,30
S00382,35.529299,-119.081051,ang20161008t213309-E,10/8/16,21:33,oil/gas pumpjack,1B2 Oil & Natural Gas,295,69
S00383,35.480444,-119.081756,ang20161008t210604-C,10/8/16,21:06,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,78,21
S00383,35.480444,-119.081756,ang20161008t212326-B,10/8/16,21:23,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,131,64
S00383,35.480444,-119.081756,ang20171109t195225-A,11/9/17,19:52,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,41,6
S00384,35.537543,-119.07636,ang20161008t211637-H,10/8/16,21:16,oil/gas pumpjack,1B2 Oil & Natural Gas,72,17
S00385,35.511072,-119.078294,ang20161008t204039-L,10/8/16,20:40,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,155,29
S00385,35.511072,-119.078294,ang20161008t211637-C,10/8/16,21:16,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,84,19
S00385,35.511072,-119.078294,ang20161008t213309-C,10/8/16,21:33,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,154,41
S00387,35.503708,-119.076474,ang20170902t191312-F,9/2/17,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,205,79
S00387,35.503708,-119.076474,ang20170926t210253-G,9/26/17,21:02,oil/gas pumpjack,1B2 Oil & Natural Gas,200,18
S00388,35.478992,-119.062457,ang20161025t193700-B,10/25/16,19:37,oil/gas pumpjack,1B2 Oil & Natural Gas,138,29
S00389,35.582367,-119.715794,ang20161029t193022-A,10/29/16,19:30,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,47,21
S00391,35.260346,-119.392296,ang20161029t205722-A,10/29/16,20:57,oil/gas pumpjack,1B2 Oil & Natural Gas,254,75
S00392,35.503774,-119.073261,ang20161008t213955-E,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,157,36
S00402,39.348363,-121.820474,ang20170617t182131-A,6/17/17,18:21,gas storage facility,1B2 Oil & Natural Gas,724,212
S00403,37.995418,-121.478035,ang20170620t181804-A,6/20/17,18:18,gas storage facility,1B2 Oil & Natural Gas,93,35
S00403,37.995418,-121.478035,ang20170620t183038-A,6/20/17,18:30,gas storage facility,1B2 Oil & Natural Gas,97,35
S00500,34.307753,-118.549874,ang20170905t171550-A,9/5/17,17:15,gas storage facility,1B2 Oil & Natural Gas,127,51
S00500,34.307753,-118.549874,ang20170905t172047-A,9/5/17,17:20,gas storage facility,1B2 Oil & Natural Gas,186,74
S00500,34.307753,-118.549874,ang20170907t172307-A,9/7/17,17:23,gas storage facility,1B2 Oil & Natural Gas,27,12
S00500,34.307753,-118.549874,ang20170907t172926-A,9/7/17,17:29,gas storage facility,1B2 Oil & Natural Gas,70,27
S00500,34.307753,-118.549874,ang20170907t220423-D,9/7/17,22:04,gas storage facility,1B2 Oil & Natural Gas,178,72
S00500,34.307753,-118.549874,ang20170909t221231-A,9/9/17,22:12,gas storage facility,1B2 Oil & Natural Gas,337,162
S00500,34.307753,-118.549874,ang20170909t221708-A,9/9/17,22:17,gas storage facility,1B2 Oil & Natural Gas,318,164
S00500,34.307753,-118.549874,ang20170916t223205-A,9/16/17,22:32,gas storage facility,1B2 Oil & Natural Gas,211,59
S00500,34.307753,-118.549874,ang20170916t223655-A,9/16/17,22:36,gas storage facility,1B2 Oil & Natural Gas,272,78
S00500,34.307753,-118.549874,ang20170916t224204-A,9/16/17,22:42,gas storage facility,1B2 Oil & Natural Gas,172,54
S00500,34.307753,-118.549874,ang20170916t224656-A,9/16/17,22:46,gas storage facility,1B2 Oil & Natural Gas,229,81
S00500,34.307753,-118.549874,ang20170918t203247-A,9/18/17,20:32,gas storage facility,1B2 Oil & Natural Gas,156,46
S00500,34.307753,-118.549874,ang20170918t221925-A,9/18/17,22:19,gas storage facility,1B2 Oil & Natural Gas,303,63
S00500,34.307753,-118.549874,ang20170918t222353-A,9/18/17,22:23,gas storage facility,1B2 Oil & Natural Gas,174,51
S00501,38.15977,-121.9058,ang20170910t185349-B,9/10/17,18:53,gas storage facility,1B2 Oil & Natural Gas,100,18
S00502,37.99528725,-121.4781287,ang20170831t174541-B,8/31/17,17:45,gas storage facility,1B2 Oil & Natural Gas,73,28
S00502,37.99528725,-121.4781287,ang20170910t182751-A,9/10/17,18:27,gas storage facility,1B2 Oil & Natural Gas,283,89
S00502,37.99528725,-121.4781287,ang20170928t205000-B,9/28/17,20:50,gas storage facility,1B2 Oil & Natural Gas,354,257
S00502,37.99528725,-121.4781287,ang20170930t193632-A,9/30/17,19:36,gas storage facility,1B2 Oil & Natural Gas,643,224
S00502,37.99528725,-121.4781287,ang20170930t194200-A,9/30/17,19:42,gas storage facility,1B2 Oil & Natural Gas,334,125
S00502,37.99528725,-121.4781287,ang20171006t192328-B,10/6/17,19:23,gas storage facility,1B2 Oil & Natural Gas,,
S00502,37.99528725,-121.4781287,ang20171006t192854-B,10/6/17,19:28,gas storage facility,1B2 Oil & Natural Gas,,
S00502,37.99528725,-121.4781287,ang20171006t193531-B,10/6/17,19:35,gas storage facility,1B2 Oil & Natural Gas,,
S00502,37.99528725,-121.4781287,ang20171006t194116-B,10/6/17,19:41,gas storage facility,1B2 Oil & Natural Gas,,
S00502,37.99528725,-121.4781287,ang20171007t194340-B,10/7/17,19:43,gas storage facility,1B2 Oil & Natural Gas,252,113
S00502,37.99528725,-121.4781287,ang20171007t194907-B,10/7/17,19:49,gas storage facility,1B2 Oil & Natural Gas,360,177
S00503,38.20161782,-121.2129491,ang20170910t173824-B,9/10/17,17:38,gas storage facility,1B2 Oil & Natural Gas,87,24
S00503,38.20161782,-121.2129491,ang20170910t173824-B,9/10/17,17:38,gas storage facility,1B2 Oil & Natural Gas,74,40
S00504,35.28073403,-119.4726061,ang20170906t210217-A,9/6/17,21:02,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,868,166
S00505,35.27901912,-119.4760295,ang20170620t164237-F,6/20/17,16:42,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,50,36
S00505,35.27901912,-119.4760295,ang20170906t210217-B,9/6/17,21:02,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,476,129
S00506,35.27773502,-119.4795781,ang20170908t223352-A,9/8/17,22:33,gas processing plant,1B2 Oil & Natural Gas,107,52
S00506,35.27773502,-119.4795781,ang20170915t182418-A,9/15/17,18:24,gas processing plant,1B2 Oil & Natural Gas,100,43
S00506,35.27773502,-119.4795781,ang20170915t183548-A,9/15/17,18:35,gas processing plant,1B2 Oil & Natural Gas,41,24
S00506,35.27773502,-119.4795781,ang20170915t184134-A,9/15/17,18:41,gas processing plant,1B2 Oil & Natural Gas,92,36
S00506,35.27773502,-119.4795781,ang20170926t193631-A,9/26/17,19:36,gas processing plant,1B2 Oil & Natural Gas,81,15
S00507,35.06188844,-119.0261821,ang20170902t214547-A,9/2/17,21:45,oil/gas compressor,1B2 Oil & Natural Gas,411,73
S00507,35.06188844,-119.0261821,ang20170905t213536-A,9/5/17,21:35,oil/gas compressor,1B2 Oil & Natural Gas,906,224
S00507,35.06188844,-119.0261821,ang20170905t214122-A,9/5/17,21:41,oil/gas compressor,1B2 Oil & Natural Gas,1426,407
S00507,35.06188844,-119.0261821,ang20170906t211517-A,9/6/17,21:15,oil/gas compressor,1B2 Oil & Natural Gas,1018,139
S00507,35.06188844,-119.0261821,ang20170908t224841-A,9/8/17,22:48,oil/gas compressor,1B2 Oil & Natural Gas,2133,682
S00507,35.06188844,-119.0261821,ang20170909t174900-A,9/9/17,17:49,oil/gas compressor,1B2 Oil & Natural Gas,701,95
S00507,35.06188844,-119.0261821,ang20170915t190340-A,9/15/17,19:03,oil/gas compressor,1B2 Oil & Natural Gas,,
S00507,35.06188844,-119.0261821,ang20170915t191722-A,9/15/17,19:17,oil/gas compressor,1B2 Oil & Natural Gas,,
S00600,35.49631605,-119.0088268,ang20170309t194008-A,3/9/17,19:40,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,274,15
S00601,35.5092066,-119.0361665,ang20170309t194008-B,3/9/17,19:40,oil/gas tank,1B2 Oil & Natural Gas,510,235
S00602,35.53080583,-119.0736699,ang20170309t194008-C,3/9/17,19:40,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,487,119
S00603,35.48562803,-119.0610832,ang20170309t195546-A,3/9/17,19:55,oil/gas pumpjack,1B2 Oil & Natural Gas,142,41
S00604,35.48833416,-119.0676895,ang20170309t195546-B,3/9/17,19:55,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,157,44
S00605,33.928287,-118.429715,ang20170309t215824-A,3/9/17,21:58,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,268,118
S00609,35.264631,-119.399385,ang20170615t233419-A,6/15/17,23:34,oil/gas stack,1B2 Oil & Natural Gas,363,78
S00609,35.264631,-119.399385,ang20170615t234140-F,6/15/17,23:41,oil/gas stack,1B2 Oil & Natural Gas,210,35
S00610,35.18720984,-119.1150524,ang20170615t234922-A,6/15/17,23:49,dairy/manure,3A2 Manure Management,122,50
S00610,35.18720984,-119.1150524,ang20170616t195956-A,6/16/17,19:59,dairy/manure,3A2 Manure Management,341,76
S00610,35.18720984,-119.1150524,ang20170920t182452-C,9/20/17,18:24,dairy/manure,3A2 Manure Management,187,100
S00610,35.18720984,-119.1150524,ang20170926t183717-B,9/26/17,18:37,dairy/manure,3A2 Manure Management,89,19
S00610,35.18720984,-119.1150524,ang20171026t203137-B,10/26/17,20:31,dairy/manure,3A2 Manure Management,499,286
S00610,35.18720984,-119.1150524,ang20171113t181422-B,11/13/17,18:14,dairy/manure,3A2 Manure Management,249,87
S00611,35.18677146,-119.1019431,ang20170616t195956-E,6/16/17,19:59,dairy/manure,3A2 Manure Management,184,65
S00611,35.18677146,-119.1019431,ang20171026t203137-A,10/26/17,20:31,dairy/manure,3A2 Manure Management,225,78
S00612,35.49322064,-119.4502329,ang20170616t202241-A,6/16/17,20:22,dairy/manure,3A2 Manure Management,79,27
S00612,35.49322064,-119.4502329,ang20171010t205643-B,10/10/17,20:56,dairy/manure,3A2 Manure Management,171,59
S00614,36.04392217,-119.4561613,ang20170309t202411-C,3/9/17,20:24,dairy/manure,3A2 Manure Management,548,170
S00614,36.04392217,-119.4561613,ang20170616t210522-J,6/16/17,21:05,dairy/manure,3A2 Manure Management,238,147
S00614,36.04392217,-119.4561613,ang20170916t213842-B,9/16/17,21:38,dairy/manure,3A2 Manure Management,242,58
S00614,36.04392217,-119.4561613,ang20170920t193250-B,9/20/17,19:32,dairy/manure,3A2 Manure Management,77,24
S00616,36.41275374,-119.3452208,ang20170616t215026-A,6/16/17,21:50,dairy/manure,3A2 Manure Management,102,10
S00617,36.41150012,-119.3660491,ang20170616t215026-B,6/16/17,21:50,dairy/manure,3A2 Manure Management,238,130
S00618,38.31463428,-121.8337761,ang20170617t185116-A,6/17/17,18:51,dairy/manure,3A2 Manure Management,962,321
S00621,37.74877309,-121.654783,ang20170618t183142-A,6/18/17,18:31,landfill,4A1 Managed Waste Disposal Sites,171,143
S00622,37.498386,-122.407651,ang20170618t184938-B,6/18/17,18:49,landfill,4A1 Managed Waste Disposal Sites,912,279
S00622,37.498386,-122.407651,ang20171006t215434-B,10/6/17,21:54,landfill,4A1 Managed Waste Disposal Sites,1160,480
S00624,37.431179,-121.948612,ang20170618t193955-A,6/18/17,19:39,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,392,159
S00624,37.431179,-121.948612,ang20170618t194516-A,6/18/17,19:45,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,404,224
S00624,37.431179,-121.948612,ang20170620t224217-A,6/20/17,22:42,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,64,35
S00624,37.431179,-121.948612,ang20170620t224811-A,6/20/17,22:48,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,372,252
S00624,37.431179,-121.948612,ang20170620t225336-B,6/20/17,22:53,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,267,108
S00628,37.759348,-121.728186,ang20171006t190448-B,10/6/17,19:04,landfill,4A1 Managed Waste Disposal Sites,112,41
S00641,34.327339,-118.517598,ang20170309t191857-C,3/9/17,19:18,landfill,4A1 Managed Waste Disposal Sites,1399,842
S00642,33.76501898,-118.0992873,ang20170830t191500-A,8/30/17,19:15,powerplant,1A1 Energy Industries,75,28
S00642,33.76501898,-118.0992873,ang20170901t221701-B,9/1/17,22:17,powerplant,1A1 Energy Industries,105,44
S00643,33.63937135,-117.9565514,ang20170830t192655-A,8/30/17,19:26,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,115,41
S00644,33.79786671,-118.2360763,ang20170830t195557-A,8/30/17,19:55,oil/gas tank,1B2 Oil & Natural Gas,265,108
S00645,33.796881,-118.249131,ang20170830t200807-A,8/30/17,20:08,gas LNG station,1B2 Oil & Natural Gas,972,632
S00646,33.80543235,-118.2439534,ang20170830t200807-B,8/30/17,20:08,refinery,1A1 Energy Industries,53,33
S00647,33.940093,-118.425344,ang20170830t204211-A,8/30/17,20:42,gas LNG station,1B2 Oil & Natural Gas,176,65
S00647,33.940093,-118.425344,ang20170911t201834-A,9/11/17,20:18,gas LNG station,1B2 Oil & Natural Gas,625,145
S00650,34.3178484,-118.573269,ang20170901t182257-A,9/1/17,18:22,oil/gas tank,1B2 Oil & Natural Gas,263,130
S00652,33.796755,-118.237435,ang20170901t203520-B,9/1/17,20:35,oil/gas tank,1B2 Oil & Natural Gas,66,30
S00653,33.780818,-118.256448,ang20170901t204654-A,9/1/17,20:46,oil/gas tank,1B2 Oil & Natural Gas,49,27
S00653,33.780818,-118.256448,ang20171023t204704-A,10/23/17,20:47,oil/gas tank,1B2 Oil & Natural Gas,128,48
S00653,33.780818,-118.256448,ang20171024t205748-A,10/24/17,20:57,oil/gas tank,1B2 Oil & Natural Gas,155,48
S00654,33.7751,-118.288828,ang20171023t202450-A,10/23/17,20:24,refinery,1A1 Energy Industries,314,121
S00654,33.7751,-118.288828,ang20171024t203615-A,10/24/17,20:36,refinery,1A1 Energy Industries,180,138
S00655,33.774404,-118.282011,ang20170901t211100-C,9/1/17,21:11,refinery,1A1 Energy Industries,37,21
S00657,35.39502641,-119.053121,ang20170902t183146-A,9/2/17,18:31,oil/gas tank,1B2 Oil & Natural Gas,154,37
S00657,35.39502641,-119.053121,ang20170902t183845-A,9/2/17,18:38,oil/gas tank,1B2 Oil & Natural Gas,59,20
S00657,35.39502641,-119.053121,ang20170905t181208-B,9/5/17,18:12,oil/gas tank,1B2 Oil & Natural Gas,179,16
S00657,35.39502641,-119.053121,ang20170905t181928-A,9/5/17,18:19,oil/gas tank,1B2 Oil & Natural Gas,290,115
S00658,35.421747,-119.079611,ang20170902t183146-B,9/2/17,18:31,gas distribution line,1B2 Oil & Natural Gas,220,102
S00658,35.421747,-119.079611,ang20170902t183845-B,9/2/17,18:38,gas distribution line,1B2 Oil & Natural Gas,42,7
S00658,35.421747,-119.079611,ang20170905t181208-A,9/5/17,18:12,gas distribution line,1B2 Oil & Natural Gas,126,61
S00658,35.421747,-119.079611,ang20170905t181928-B,9/5/17,18:19,gas distribution line,1B2 Oil & Natural Gas,265,29
S00659,35.366032,-119.670356,ang20170905t210354-M,9/5/17,21:03,oil/gas gathering line,1B2 Oil & Natural Gas,209,37
S00660,35.37663892,-119.6843226,ang20170902t211355-C,9/2/17,21:13,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,131,23
S00661,35.241237,-119.590428,ang20170902t211355-D,9/2/17,21:13,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,230,27
S00663,35.417435,-119.702655,ang20170902t211355-F,9/2/17,21:13,oil/gas tank,1B2 Oil & Natural Gas,148,66
S00669,35.17964794,-119.4601697,ang20170906t190138-A,9/6/17,19:01,oil/gas pumpjack,1B2 Oil & Natural Gas,883,266
S00670,35.16043483,-119.3911671,ang20170906t190807-A,9/6/17,19:08,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,588,116
S00671,35.39844348,-119.0487745,ang20170906t203712-A,9/6/17,20:37,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,280,96
S00672,35.326999,-118.961587,ang20170906t203712-B,9/6/17,20:37,dairy/manure,3A2 Manure Management,157,16
S00673,35.27308843,-119.4014501,ang20170906t210217-D,9/6/17,21:02,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,450,67
S00674,35.27395717,-119.3929981,ang20170906t210217-E,9/6/17,21:02,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,533,57
S00677,34.32163038,-119.3234451,ang20170907t204826-A,9/7/17,20:48,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,475,185
S00678,34.3373985,-119.380804,ang20170907t204826-B,9/7/17,20:48,oil/gas gathering line,1B2 Oil & Natural Gas,751,175
S00678,34.3373985,-119.380804,ang20170907t210002-A,9/7/17,21:00,oil/gas gathering line,1B2 Oil & Natural Gas,1587,454
S00678,34.3373985,-119.380804,ang20170907t210629-A,9/7/17,21:06,oil/gas gathering line,1B2 Oil & Natural Gas,1713,529
S00679,35.23969988,-119.3798052,ang20170909t175820-A,9/9/17,17:58,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,,
S00680,35.29335746,-119.569781,ang20170909t181441-A,9/9/17,18:14,oil/gas gathering line,1B2 Oil & Natural Gas,98,28
S00681,35.31436944,-119.5761781,ang20170909t182228-A,9/9/17,18:22,oil/gas gathering line,1B2 Oil & Natural Gas,422,129
S00684,38.043288,-122.250975,ang20170910t202130-A,9/10/17,20:21,refinery,1A1 Energy Industries,566,271
S00684,38.043288,-122.250975,ang20170910t203414-A,9/10/17,20:34,refinery,1A1 Energy Industries,472,276
S00685,33.815912,-117.863483,ang20170911t191257-A,9/11/17,19:12,gas distribution line,1B2 Oil & Natural Gas,201,34
S00685,33.815912,-117.863483,ang20170918t224258-A,9/18/17,22:42,gas distribution line,1B2 Oil & Natural Gas,690,158
S00686,33.78320117,-118.2219448,ang20170911t195345-A,9/11/17,19:53,gas LNG station,1B2 Oil & Natural Gas,38,15
S00686,33.78320117,-118.2219448,ang20170918t230003-A,9/18/17,23:00,gas LNG station,1B2 Oil & Natural Gas,470,221
S00686,33.78320117,-118.2219448,ang20171023t205826-B,10/23/17,20:58,gas LNG station,1B2 Oil & Natural Gas,48,27
S00686,33.78320117,-118.2219448,ang20171023t210905-A,10/23/17,21:09,gas LNG station,1B2 Oil & Natural Gas,93,78
S00686,33.78320117,-118.2219448,ang20171024t190959-A,10/24/17,19:09,gas LNG station,1B2 Oil & Natural Gas,488,167
S00687,33.91067056,-117.1228578,ang20170911t215016-A,9/11/17,21:50,gas compressor,1B2 Oil & Natural Gas,576,267
S00689,35.474918,-119.430552,ang20170915t174311-D,9/15/17,17:43,dairy/manure,3A2 Manure Management,40,18
S00689,35.474918,-119.430552,ang20170915t175302-B,9/15/17,17:53,dairy/manure,3A2 Manure Management,57,31
S00689,35.474918,-119.430552,ang20170915t175755-A,9/15/17,17:57,dairy/manure,3A2 Manure Management,56,18
S00689,35.474918,-119.430552,ang20170915t180634-D,9/15/17,18:06,dairy/manure,3A2 Manure Management,105,50
S00691,35.473036,-119.430459,ang20170915t181122-E,9/15/17,18:11,dairy/manure,3A2 Manure Management,108,44
S00691,35.473036,-119.430459,ang20170915t201559-B,9/15/17,20:15,dairy/manure,3A2 Manure Management,620,159
S00692,35.473359,-119.432169,ang20170915t175755-D,9/15/17,17:57,dairy/manure,3A2 Manure Management,161,69
S00692,35.473359,-119.432169,ang20170920t190530-C,9/20/17,19:05,dairy/manure,3A2 Manure Management,222,69
S00692,35.473359,-119.432169,ang20170926t201825-B,9/26/17,20:18,dairy/manure,3A2 Manure Management,320,90
S00692,35.473359,-119.432169,ang20171113t191546-A,11/13/17,19:15,dairy/manure,3A2 Manure Management,62,11
S00692,35.473359,-119.432169,ang20171113t203745-C,11/13/17,20:37,dairy/manure,3A2 Manure Management,395,66
S00694,35.28040927,-119.5093487,ang20170915t182947-C,9/15/17,18:29,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,110,39
S00696,35.277695,-119.479568,ang20170615t234140-D,6/15/17,23:41,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,280,37
S00696,35.277695,-119.479568,ang20170915t182947-B,9/15/17,18:29,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,181,60
S00697,35.25166763,-119.5732768,ang20170915t193535-B,9/15/17,19:35,oil/gas tank,1B2 Oil & Natural Gas,179,79
S00697,35.25166763,-119.5732768,ang20170915t194029-B,9/15/17,19:40,oil/gas tank,1B2 Oil & Natural Gas,167,45
S00697,35.25166763,-119.5732768,ang20170915t194533-B,9/15/17,19:45,oil/gas tank,1B2 Oil & Natural Gas,106,31
S00697,35.25166763,-119.5732768,ang20170915t195216-C,9/15/17,19:52,oil/gas tank,1B2 Oil & Natural Gas,66,12
S00697,35.25166763,-119.5732768,ang20170915t195709-A,9/15/17,19:57,oil/gas tank,1B2 Oil & Natural Gas,116,16
S00698,35.26051386,-119.574936,ang20170915t195216-B,9/15/17,19:52,oil/gas gathering line,1B2 Oil & Natural Gas,368,68
S00698,35.26051386,-119.574936,ang20170915t195709-B,9/15/17,19:57,oil/gas gathering line,1B2 Oil & Natural Gas,112,36
S00699,36.29108863,-119.4585956,ang20170916t184835-A,9/16/17,18:48,dairy/manure,3A2 Manure Management,,
S00700,36.25094507,-119.4848183,ang20170916t191839-A,9/16/17,19:18,dairy/manure,3A2 Manure Management,116,39
S00701,36.24760028,-119.4045674,ang20170916t191839-B,9/16/17,19:18,dairy/manure,3A2 Manure Management,126,16
S00702,36.23705745,-119.5717484,ang20170916t192836-A,9/16/17,19:28,dairy/manure,3A2 Manure Management,116,31
S00703,36.18861429,-119.6775449,ang20170916t200859-A,9/16/17,20:08,dairy/manure - digester,3A2 Manure Management,198,85
S00704,36.18245224,-119.6783388,ang20170916t200859-B,9/16/17,20:08,dairy/manure - digester,3A2 Manure Management,463,118
S00707,35.25070917,-119.4047474,ang20170926t194456-A,9/26/17,19:44,oil/gas gathering line,1B2 Oil & Natural Gas,174,37
S00708,35.2548238,-119.3814368,ang20170926t194456-B,9/26/17,19:44,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,143,45
S00709,35.52580513,-119.0793764,ang20170908t211246-D,9/8/17,21:12,oil/gas tank,1B2 Oil & Natural Gas,356,94
S00709,35.52580513,-119.0793764,ang20170926t211024-A,9/26/17,21:10,oil/gas tank,1B2 Oil & Natural Gas,164,23
S00710,35.53099238,-119.0722369,ang20170926t211741-A,9/26/17,21:17,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,118,6
S00711,35.51920442,-119.0774443,ang20170926t211024-B,9/26/17,21:10,oil/gas tank,1B2 Oil & Natural Gas,260,30
S00712,35.41929931,-119.0083383,ang20170309t195546-E,3/9/17,19:55,oil/gas tank,1B2 Oil & Natural Gas,135,13
S00712,35.41929931,-119.0083383,ang20170908t205824-A,9/8/17,20:58,oil/gas tank,1B2 Oil & Natural Gas,223,75
S00712,35.41929931,-119.0083383,ang20170926t205517-A,9/26/17,20:55,oil/gas tank,1B2 Oil & Natural Gas,123,47
S00713,35.165888,-119.099814,ang20170920t182452-B,9/20/17,18:24,dairy/manure,3A2 Manure Management,45,15
S00713,35.165888,-119.099814,ang20170926t183035-A,9/26/17,18:30,dairy/manure,3A2 Manure Management,116,20
