New source,Source Latitude (deg),Source Longitude (deg),Plume Latitude (deg),Plume Longitude (deg),Candidate ID,Line name,Date of detection,Time of detection (UTC),Vista ID,Source type (best estimate),Sectors (IPCC),IME/L (kg/m),sIME (kg/m),u10 (m/s),su10 (m/s),Qplume (kg/hr)*,sQplume (kg/hr)*,Nearest facility
S00714,35.32091729,-119.5209141,35.32091729,-119.5209141,ang20170926t192001-A,ang20170926t192001,9/26/17,19:20:01,FLD000140,oil/gas tank,1B2 Oil & Natural Gas,0.019,0.007,3.26,0.27,218,90,Elk Hills Oil & Gas Field
S00714,35.32091729,-119.5209141,35.32091729,-119.5209141,ang20170926t222732-A,ang20170926t222732,9/26/17,22:27:32,FLD000140,oil/gas tank,1B2 Oil & Natural Gas,0.047,0.009,5,0.64,839,190,Elk Hills Oil & Gas Field
S00714,35.32091729,-119.5209141,35.32091729,-119.5209141,ang20171010t212212-A,ang20171010t212212,10/10/17,21:22:12,FLD000140,oil/gas tank,1B2 Oil & Natural Gas,0.015,0.002,2.99,0.21,165,20,Elk Hills Oil & Gas Field
S00716,35.314155,-119.576182,35.314155,-119.576182,ang20170926t192820-B,ang20170926t192820,9/26/17,19:28:20,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.05,0.009,3.29,0.41,590,133,Elk Hills Oil & Gas Field
S00717,35.271591,-119.409,35.271591,-119.409,ang20170926t193631-B,ang20170926t193631,9/26/17,19:36:31,FLD000140,oil/gas gathering line,1B2 Oil & Natural Gas,0.012,0.008,2.81,0.41,123,83,Elk Hills Oil & Gas Field
S00718,35.249177,-119.117118,35.249177,-119.117118,ang20170926t214243-A,ang20170926t214243,9/26/17,21:42:43,DAF000866,dairy/manure - digester,3A2 Manure Management,0.032,0.013,2.91,0.13,339,141,Vanden Berge Dairy
S00719,35.2142872,-119.2034328,35.2142872,-119.2034328,ang20170615t234922-D,ang20170615t234922,6/15/17,23:49:22,DAF000523,dairy/manure - digester,3A2 Manure Management,0.01,0.002,3.39,0.67,116,32,Lakeview Dairy
S00719,35.2142872,-119.2034328,35.2142872,-119.2034328,ang20170616t200614-C,ang20170616t200614,6/16/17,20:06:14,DAF000523,dairy/manure - digester,3A2 Manure Management,0.025,0.001,4.92,0.52,445,48,Lakeview Dairy
S00719,35.2142872,-119.2034328,35.2142872,-119.2034328,ang20170926t182523-B,ang20170926t182523,9/26/17,18:25:23,DAF000523,dairy/manure - digester,3A2 Manure Management,0.01,0.002,1.36,0.22,47,13,Lakeview Dairy
S00719,35.2142872,-119.2034328,35.2142872,-119.2034328,ang20170926t221306-A,ang20170926t221306,9/26/17,22:13:06,DAF000523,dairy/manure - digester,3A2 Manure Management,0.009,0.002,1.87,0.64,60,23,Lakeview Dairy
S00720,35.202974,-119.1979,35.202974,-119.1979,ang20170616t200614-B,ang20170616t200614,6/16/17,20:06:14,DAF000839,dairy/manure - digester,3A2 Manure Management,0.02,0.006,4.92,0.52,362,118,Trilogy Dairy
S00720,35.202974,-119.1979,35.202974,-119.1979,ang20170926t182523-A,ang20170926t182523,9/26/17,18:25:23,DAF000839,dairy/manure - digester,3A2 Manure Management,0.04,0.014,1.36,0.22,198,75,Trilogy Dairy
S00720,35.202974,-119.1979,35.202974,-119.1979,ang20170926t221306-B,ang20170926t221306,9/26/17,22:13:06,DAF000839,dairy/manure - digester,3A2 Manure Management,0.073,0.022,1.87,0.64,491,226,Trilogy Dairy
S00721,35.27436946,-119.3772855,35.27436946,-119.3772855,ang20170926t223532-A,ang20170926t223532,9/26/17,22:35:32,FLD000140,oil/gas pumpjack,1B2 Oil & Natural Gas,0.026,0.015,4.13,0.74,392,235,Elk Hills Oil & Gas Field
S00722,35.29557561,-119.5921516,35.29557561,-119.5921516,ang20170926t223532-B,ang20170926t224352,9/26/17,22:43:52,0:00,oil/gas pumpjack,1B2 Oil & Natural Gas,0.026,0.008,5.5,0.28,515,157,Asphalto Oil & Gas Field
S00723,35.296595,-119.537483,35.296595,-119.537483,ang20170926t223532-C,ang20170926t224352,9/26/17,22:43:52,FLD000140,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.022,0.001,5.5,0.28,433,31,Elk Hills Oil & Gas Field
S00724,38.776921,-121.882244,38.776921,-121.882244,ang20171003t190338-A,ang20171003t190338,10/3/17,19:03:38,NA,compost,4A1 Managed Waste Disposal Sites,0.03,0.007,7.35,0.14,795,187,Northern Recycling
S00725,37.860812,-120.963402,37.860812,-120.963402,ang20170618t173515-A,ang20170618t173515,6/18/17,17:35:15,DAF000184,dairy/manure,3A2 Manure Management,0.021,0.005,2.02,0.14,152,37,George Tevelde Dairy
S00725,37.860812,-120.963402,37.860812,-120.963402,ang20171003t202537-A,ang20171003t202537,10/3/17,20:25:37,DAF000184,dairy/manure,3A2 Manure Management,0.009,0.005,3.44,0.14,108,61,George Tevelde Dairy
S00726,37.867372,-121.038136,37.867372,-121.038136,ang20171003t202537-B,ang20171003t202537,10/3/17,20:25:37,DAF000576,dairy/manure,3A2 Manure Management,0.015,0.004,3.44,0.14,192,45,Wagner Dairy
S00727,37.87273346,-121.0572481,37.87273346,-121.0572481,ang20171003t202537-C,ang20171003t202537,10/3/17,20:25:37,DAF000250,dairy/manure,3A2 Manure Management,0.01,0.006,3.44,0.14,127,72,E & R Prins Dairy #1
S00728,37.808767,-121.029984,37.808767,-121.029984,ang20171003t204400-A,ang20171003t204400,10/3/17,20:44:00,DAF000342,dairy/manure,3A2 Manure Management,0.016,0.003,3.48,0.09,204,35,G & H Dairy
S00729,37.825304,-121.074386,37.825304,-121.074386,ang20171003t204400-B,ang20171003t204400,10/3/17,20:44:00,DAF000868,dairy/manure,3A2 Manure Management,0.039,0.012,3.48,0.09,494,150,Doornenbal Dairy
SLF009,37.877816,-121.18673,37.877816,-121.18673,ang20170930t214843-D,ang20170930t214843,9/30/17,21:48:43,DAF000571,landfill,4A1 Managed Waste Disposal Sites,0.151,0.068,4.79,0.3,2595,1184,Forward Landfill
SLF009,37.877816,-121.18673,37.877816,-121.18673,ang20171003t222158-A,ang20171003t222158,10/3/17,22:21:58,DAF000571,landfill,4A1 Managed Waste Disposal Sites,0.085,0.025,4.49,0.17,1377,409,Forward Landfill
SLF001,37.75435596,-121.6572006,37.75435596,-121.6572006,ang20171006t184157-N,ang20171006t184157,10/6/17,18:41:57,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.009,0.003,2.95,0.46,92,36,Altamont Landfill & Resource Recovery
SLF001,37.75435596,-121.6572006,37.75435596,-121.6572006,ang20171006t185859-D,ang20171006t185859,10/6/17,18:58:59,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.029,0.02,2.95,0.46,303,222,Altamont Landfill & Resource Recovery
SLF001,37.75435596,-121.6572006,37.75435596,-121.6572006,ang20171006t190448-J,ang20171006t190448,10/6/17,19:04:48,LNF000022,landfill,4A1 Managed Waste Disposal Sites,0.004,0.002,3.07,0.43,48,23,Altamont Landfill & Resource Recovery
S00732,38.03564812,-122.2544143,38.03564812,-122.2544143,ang20171005t181235-A,ang20171005t181235,10/5/17,18:12:35,REF000014,refinery,1A1 Energy Industries,0.013,0.003,1.5,0.61,70,33,Phillips 66 Refinery-Rodeo
S00733,37.42436765,-121.932121,37.42436765,-121.932121,ang20171005t191421-A,ang20171005t191421,10/5/17,19:14:21,0:00,powerplant,1A1 Energy Industries,0.006,0.004,2.18,0.3,50,31,Los Esteros Critical Energy Center
S00733,37.42436765,-121.932121,37.42436765,-121.932121,ang20171005t194644-A,ang20171005t194644,10/5/17,19:46:44,LNF000442,powerplant,1A1 Energy Industries,0.025,0.005,2.18,0.3,194,49,Los Esteros Critical Energy Center
S00733,37.42436765,-121.932121,37.42436765,-121.932121,ang20171005t195334-A,ang20171005t195334,10/5/17,19:53:34,0:00,powerplant,1A1 Energy Industries,0.011,0.005,2.18,0.3,86,38,Los Esteros Critical Energy Center
S00734,37.42963016,-121.9485003,37.42963016,-121.9485003,ang20171005t194644-B,ang20171005t194644,10/5/17,19:46:44,LNF000442,wastewater treatment,4D1 Domestic Wastewater Treatment & Discharge,0.023,0.006,2.18,0.3,183,55,San Jose Waste Treatment
SLF014,38.529477,-121.374165,38.529477,-121.374165,ang20171005t211041-A,ang20171005t211041,10/5/17,21:10:41,LNF000345,landfill,4A1 Managed Waste Disposal Sites,0.005,0.002,2.89,0.37,54,22,L and D Landfill
SLF020,38.518254,-121.185053,38.518254,-121.185053,ang20171005t211722-A,ang20171005t211722,10/5/17,21:17:22,LNF000540,landfill,4A1 Managed Waste Disposal Sites,0.052,0.013,3.9,0.06,731,184,Sacramento County Landfill
SLF020,38.518254,-121.185053,38.518254,-121.185053,ang20171005t212155-B,ang20171005t212155,10/5/17,21:21:55,LNF000540,landfill,4A1 Managed Waste Disposal Sites,0.02,0.015,3.9,0.06,275,212,Sacramento County Landfill
S00738,34.568512,-118.153581,34.568512,-118.153581,ang20171012t174516-A,ang20171012t174516,10/12/17,17:45:16,NA,landfill,4A1 Managed Waste Disposal Sites,0.013,0.003,2.7,0.46,128,33,Antelope Valley Public Landfill
S00739,34.55665073,-117.4501303,34.55665073,-117.4501303,ang20171012t205425-A,ang20171012t205425,10/12/17,20:54:25,NA,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.003,0,1.79,0.08,,,Koala-Rancho Natural Gas Compressor Station
S00740,34.71394111,-114.4933822,34.71394111,-114.4933822,ang20171012t195433-A,ang20171012t195433,10/12/17,19:54:33,NA,gas compressor,1B2 Oil & Natural Gas,0.005,0.002,2.23,0.68,41,19,Comperssor part of main facility
S00741,34.306402,-116.821573,34.306402,-116.821573,ang20171012t204106-A,ang20171012t204106,10/12/17,20:41:06,NA,landfill,4A1 Managed Waste Disposal Sites,0.009,0.004,4.06,1.24,139,67,Big Bear Refuse Disposal Site
S00742,35.254551,-119.285793,35.254551,-119.285793,ang20171013t184728-A,ang20171013t184728,10/13/17,18:47:28,LNF000385,gas processing plant,1B2 Oil & Natural Gas,0.022,0.002,1.2,0.15,96,14,South Coles Levee Gas Plant - Central Resources
S00743,35.414007,-119.20129,35.414007,-119.20129,ang20171013t194607-A,ang20171013t194607,10/13/17,19:46:07,DAF000031,dairy/manure,3A2 Manure Management,0.021,0.007,1.96,0.16,150,53,Affentranger & Sons Dairy
S00744,35.317453,-119.671091,35.317453,-119.671091,ang20171013t205013-A,ang20171013t205013,10/13/17,20:50:13,FLD000277,oil/gas pumpjack,1B2 Oil & Natural Gas,0.027,0.008,1.97,0.44,192,71,McKittrick Oil & Gas Field
S00745,35.318845,-119.666378,35.318845,-119.666378,ang20171013t205013-E,ang20171013t205013,10/13/17,20:50:13,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.015,0.002,1.97,0.44,108,28,McKittrick Oil & Gas Field
S00746,35.318704,-119.660063,35.318704,-119.660063,ang20171013t205013-D,ang20171013t205013,10/13/17,20:50:13,FLD000277,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.023,0.003,1.97,0.44,165,42,McKittrick Oil & Gas Field
S00747,35.306741,-119.70933,35.306741,-119.70933,ang20171013t205447-A,ang20171013t205447,10/13/17,20:54:47,FLD000023,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.022,0.005,2.68,1.15,208,102,Belgian Anticline Oil & Gas Field
S00748,35.300923,-119.690396,35.300923,-119.690396,ang20171013t214536-A,ang20171013t214536,10/13/17,21:45:36,FLD000023,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.005,0.001,3.31,1.05,65,24,Belgian Anticline Oil & Gas Field
S00749,34.444897,-118.587369,34.444897,-118.587369,ang20171016t191057-C,ang20171016t191057,10/16/17,19:10:57,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.012,0.002,3.14,0.58,140,38,"Honor Rancho, South of Main Facility"
S00749,34.444897,-118.587369,34.444897,-118.587369,ang20171016t191530-B,ang20171016t191530,10/16/17,19:15:30,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.012,0.001,3.14,0.58,135,30,"Honor Rancho, South of Main Facility"
S00749,34.444897,-118.587369,34.444897,-118.587369,ang20171016t192001-C,ang20171016t192001,10/16/17,19:20:01,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.011,0.002,3.14,0.58,123,32,"Honor Rancho, South of Main Facility"
S00749,34.444897,-118.587369,34.444897,-118.587369,ang20171016t192429-B,ang20171016t192429,10/16/17,19:24:29,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.027,0.003,3.14,0.58,303,69,"Honor Rancho, South of Main Facility"
SLF005,34.086658,-117.22064,34.086658,-117.22064,ang20170830t183447-A,ang20170830t183447,8/30/17,18:34:47,LNF000102,landfill,4A1 Managed Waste Disposal Sites,0.019,0.004,1.29,0.27,86,24,California Street Landfill
S00751,35.48990762,-119.0308779,35.48990762,-119.0308779,ang20170902t192638-A,ang20170902t192638,9/2/17,19:26:38,FLD000207,oil/gas gathering line,1B2 Oil & Natural Gas,0.012,0.004,4.38,0.17,184,70,Kern Front Oil & Gas Field
S00753,35.39841305,-119.1764741,35.39841305,-119.1764741,ang20170902t175708-A,ang20170902t175708,9/2/17,17:57:08,DAF000031,oil/gas tank,1B2 Oil & Natural Gas,0.014,0.004,0.78,0.21,,,unknown oil/gas tank
S00753,35.39841305,-119.1764741,35.39841305,-119.1764741,ang20170908t193821-A,ang20170908t193821,9/8/17,19:38:21,DAF000031,oil/gas tank,1B2 Oil & Natural Gas,0.01,0.003,5,0.21,187,47,unknown oil/gas tank
S00754,35.49191861,-118.8970857,35.49191861,-118.8970857,ang20170902t200544-A,ang20170902t200544,9/2/17,20:05:44,FLD000380,oil/gas tank,1B2 Oil & Natural Gas,0.015,0.002,6.4,0.15,335,54,Round Mountain Oil & Gas Field
S00755,35.6031462,-119.7053067,35.6031462,-119.7053067,ang20170902t204221-A,ang20170902t204221,9/2/17,20:42:21,FLD000265,oil/gas tank,1B2 Oil & Natural Gas,0.015,0.003,4.25,0.11,234,50,Lost Hills Oil & Gas Field
S00755,35.6031462,-119.7053067,35.6031462,-119.7053067,ang20170905t203159-A,ang20170905t203159,9/5/17,20:31:59,FLD000265,oil/gas tank,1B2 Oil & Natural Gas,0.036,0.01,3.37,0.13,439,118,Lost Hills Oil & Gas Field
S00760,34.445862,-118.586756,34.445862,-118.586756,ang20171108t182106-B,ang20171108t182106,11/8/17,18:21:06,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.023,0.005,1.21,0.3,,,"Honor Rancho, South of Main Facility"
S00760,34.445862,-118.586756,34.445862,-118.586756,ang20171108t182515-B,ang20171108t182515,11/8/17,18:25:15,NSF000003,gas storage facility,1B2 Oil & Natural Gas,0.028,0.005,1.21,0.3,123,37,"Honor Rancho, South of Main Facility"
SLF023,34.324215,-118.509769,34.324215,-118.509769,ang20170828t210241-B,ang20170828t210241,8/28/17,21:02:41,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.009,0.002,2.29,0.43,71,23,Sunshine Canyon Landfill
SLF023,34.326716,-118.517695,34.326716,-118.517695,ang20170828t210241-A,ang20170828t210241,8/28/17,21:02:41,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.073,0.02,2.29,0.43,604,199,Sunshine Canyon Landfill
SLF023,34.326716,-118.517695,34.326716,-118.517695,ang20170918t213632-A,ang20170918t213632,9/18/17,21:36:32,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.033,0.007,3.75,0.67,451,127,Sunshine Canyon Landfill
SLF023,34.326716,-118.517695,34.326716,-118.517695,ang20171016t175805-A,ang20171016t175805,10/16/17,17:58:05,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.004,0.001,4.18,1.11,63,20,Sunshine Canyon Landfill
SLF023,34.326885,-118.518891,34.326885,-118.518891,ang20170828t205733-A,ang20170828t205733,8/28/17,20:57:33,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.072,0.023,2.59,0.62,674,266,Sunshine Canyon Landfill
SLF023,34.328168,-118.520114,34.328168,-118.520114,ang20171010t190508-A,ang20171010t190508,10/10/17,19:05:08,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.02,0.012,1.31,0.52,95,67,Sunshine Canyon Landfill
SLF023,34.328168,-118.520114,34.328168,-118.520114,ang20171016t190200-A,ang20171016t190200,10/16/17,19:02:00,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.02,0.005,3.79,0.79,271,90,Sunshine Canyon Landfill
SLF023,34.328168,-118.520114,34.328168,-118.520114,ang20171016t195222-A,ang20171016t195222,10/16/17,19:52:22,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.018,0.007,3.61,0.66,230,97,Sunshine Canyon Landfill
SLF023,34.328155,-118.515938,34.328155,-118.515938,ang20170828t205733-D,ang20170828t205733,8/28/17,20:57:33,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.011,0.005,2.59,0.62,101,49,Sunshine Canyon Landfill
SLF023,34.328155,-118.515938,34.328155,-118.515938,ang20171026t215115-A,ang20171026t215115,10/26/17,21:51:15,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.04,0.008,1.29,0.59,187,93,Sunshine Canyon Landfill
SLF023,34.334847,-118.519359,34.334847,-118.519359,ang20170918t202106-A,ang20170918t202106,9/18/17,20:21:06,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.047,0.014,3.6,0.54,609,198,Sunshine Canyon Landfill
SLF023,34.334847,-118.519359,34.334847,-118.519359,ang20170918t213156-A,ang20170918t213156,9/18/17,21:31:56,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.069,0.017,3.9,0.65,961,285,Sunshine Canyon Landfill
SLF023,34.334847,-118.519359,34.334847,-118.519359,ang20171010t191001-A,ang20171010t191001,10/10/17,19:10:01,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.024,0.004,1.17,0.45,99,42,Sunshine Canyon Landfill
SLF023,34.334847,-118.519359,34.334847,-118.519359,ang20171016t175348-A,ang20171016t175348,10/16/17,17:53:48,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.039,0.011,4.18,1.11,593,224,Sunshine Canyon Landfill
SLF023,34.32881,-118.519414,34.32881,-118.519414,ang20171026t215115-B,ang20171026t215115,10/26/17,21:51:15,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.015,0.003,1.29,0.59,71,36,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20170828t205733-E,ang20170828t205733,8/28/17,20:57:33,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.113,0.033,2.59,0.62,1058,399,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20170918t202106-C,ang20170918t202106,9/18/17,20:21:06,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.009,0.005,3.6,0.54,121,62,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20170918t213632-D,ang20170918t213632,9/18/17,21:36:32,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.024,0.006,3.75,0.67,329,98,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20171016t185727-A,ang20171016t185727,10/16/17,18:57:27,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.032,0.013,3.99,0.63,453,197,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20171016t190200-C,ang20171016t190200,10/16/17,19:02:00,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.004,0.001,3.79,0.79,53,15,Sunshine Canyon Landfill
SLF023,34.330173,-118.517469,34.330173,-118.517469,ang20171026t215522-B,ang20171026t215522,10/26/17,21:55:22,LNF000615,landfill,4A1 Managed Waste Disposal Sites,0.04,0.01,1.23,0.52,177,87,Sunshine Canyon Landfill
S00772,34.312659,-118.550724,34.312659,-118.550724,ang20170830t172351-A,ang20170830t172351,8/30/17,17:23:51,NSF000001,oil/gas drill rig,1B2 Oil & Natural Gas,0.033,0.013,2.05,0.88,246,142,Aliso Canyon Oil & Gas Field
S00773,34.321349,-118.582249,34.321349,-118.582249,ang20170918t201542-A,ang20170918t201542,9/18/17,20:15:42,NSF000001,oil/gas pumpjack,1B2 Oil & Natural Gas,0.108,0.013,3.64,0.61,1412,294,Aliso Canyon Oil & Gas Field
S00773,34.321349,-118.582249,34.321349,-118.582249,ang20171010t182000-A,ang20171010t182000,10/10/17,18:20:00,NSF000001,oil/gas pumpjack,1B2 Oil & Natural Gas,0.005,0.001,2.58,0.86,44,16,Aliso Canyon Oil & Gas Field
S00775,35.36895,-119.181273,35.36895,-119.181273,ang20171013t193251-A,ang20171013t193251,10/13/17,19:32:51,NA,gas distribution line,1B2 Oil & Natural Gas,0.006,0.003,1.81,0.13,40,17,West Bellevue Oil & Gas Field
S00776,35.494612,-118.896687,35.494612,-118.896687,ang20170902t195807-A,ang20170902t195807,9/2/17,19:58:07,FLD000380,oil/gas gathering line,1B2 Oil & Natural Gas,0.015,0.003,4.53,0.23,249,53,Round Mountain Oil & Gas Field
S00778,39.560573,-122.037238,39.560573,-122.037238,ang20170831t190045-A,ang20170831t190045,8/31/17,19:00:45,DAF000702,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.027,0.003,1.83,0.29,176,35,Willows-Beehive Bend Gas Oil & Gas Field
S00780,35.413751,-119.699388,35.413751,-119.699388,ang20170905t210354-G,ang20170905t210354,9/5/17,21:03:54,FLD000028,oil/gas gathering line,1B2 Oil & Natural Gas,0.021,0.004,4.52,0.67,347,77,Belridge South Oil & Gas Field
S00781,35.416908,-119.702316,35.416908,-119.702316,ang20170905t210354-H,ang20170905t210354,9/5/17,21:03:54,FLD000028,oil/gas tank,1B2 Oil & Natural Gas,0.039,0.011,4.52,0.67,631,201,Belridge South Oil & Gas Field
S00782,34.394572,-118.819892,34.394572,-118.819892,ang20170907t193755-A,ang20170907t193755,9/7/17,19:37:55,NA,compost,4A1 Managed Waste Disposal Sites,0.029,0.014,4.49,0.41,468,237,Unknown agricultural soil/compost - Buckhorn
S00783,35.317251,-119.254953,35.317251,-119.254953,ang20171013t191520-A,ang20171013t191520,10/13/17,19:15:20,FLD000062,oil/gas tank,1B2 Oil & Natural Gas,0.011,0.001,1.7,0.1,66,8,Canal Oil & Gas Field
S00784,33.863203,-118.244447,33.863203,-118.244447,ang20171023t212029-A,ang20171023t212029,10/23/17,21:20:29,FLD000123,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.023,0.01,0.4,0.16,,,Dominguez Oil & Gas Field
S00784,33.863203,-118.244447,33.863203,-118.244447,ang20171024t194853-A,ang20171024t194853,10/24/17,19:48:53,FLD000123,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,0.035,0.017,2.95,0.29,370,185,Dominguez Oil & Gas Field
S00785,33.842039,-118.237465,33.842039,-118.237465,ang20170901t201246-A,ang20170901t201246,9/1/17,20:12:46,REF000018,refinery,1A1 Energy Industries,0.006,0.003,2.46,0.46,52,29,Shell Oil Products US - Carson
S00786,33.813762,-118.23602,33.813762,-118.23602,ang20170901t202358-E,ang20170901t202358,9/1/17,20:23:58,REF000021,refinery,1A1 Energy Industries,0.014,0.004,2.81,0.13,144,45,Tesoro - Carson
